date,price,dividend,small,large,rf,cpi,unemp_rate,ind_prod
200803,97.63268586,0.192793918,-0.00646,-0.008499,0.0018,213.528,5,104.4179
200804,102.3481493,0.15657936,0.032435,0.0462,0.0018,214.823,5.4,103.6403
200805,103.9434499,0.269208954,0.018315,0.009347,0.0017,216.632,5.6,103.1178
200806,95.78149841,0.207700696,-0.06634,-0.076481,0.0015,218.815,5.8,102.9484
200807,93.81050673,0.155045219,-0.004607,-0.015101,0.0013,219.964,6.1,102.4071
200808,94.5066745,0.213308543,0.011427,0.005474,0.0015,219.086,6.1,100.8875
200809,85.4956521,0.194129041,-0.142825,-0.081572,0.0008,218.783,6.5,96.5439
200810,69.38262853,0.152055343,-0.10753,-0.174471,0.0003,216.573,6.8,97.4562
200811,63.62352345,0.216933964,-0.103985,-0.069434,0,212.425,7.3,96.2593
200812,64.66395893,0.206551533,0.045925,0.009453,0,210.228,7.8,93.4434
200901,59.25837528,0.112100035,0.01701,-0.085167,0.0001,211.143,8.3,91.2317
200902,52.50671304,0.218240018,-0.11967,-0.107227,0.0002,212.193,8.7,90.6389
200903,56.56810729,0.204490518,0.080781,0.080863,0.0001,212.709,9,89.1913
200904,62.49921677,0.124389207,0.268323,0.082133,0,213.240,9.4,88.3876
200905,67.09428419,0.194163826,0.150836,0.081788,0.0001,213.856,9.5,87.4424
200906,66.1033687,0.142912467,0.015234,-0.013415,0.0001,215.693,9.5,87.0650
200907,71.53547913,0.114529353,0.191873,0.07892,0.0001,215.351,9.6,87.9810
200908,73.96568243,0.179017832,0.109891,0.03017,0.0001,215.834,9.8,88.9534
200909,76.92497542,0.139083088,0.135622,0.035007,0,215.969,10,89.6229
200910,74.7901535,0.119067381,-0.117612,-0.018871,0,216.177,9.9,89.9136
200911,79.0543141,0.206058181,0.019973,0.062199,0.0001,216.330,9.9,90.2811
200912,80.49768777,0.167519239,0.11683,0.006019,0,215.949,9.8,90.5265
201001,77.82339358,0.10208945,0.002475,-0.032987,0,216.687,9.8,91.5636
201002,80.22603521,0.186282447,0.038075,0.026886,0.0001,216.741,9.9,91.8988
201003,85.05692615,0.15750436,0.085979,0.058573,0.0001,217.631,9.9,92.5394
201004,86.43408284,0.113477531,0.077166,0.006907,0.0001,218.009,9.6,92.9280
201005,79.3942861,0.209223942,-0.087435,-0.081413,0.0001,218.178,9.4,94.3244
201006,75.44338824,0.153730767,-0.039022,-0.042762,0.0001,217.965,9.4,94.5056
201007,80.70382937,0.159942881,0.065665,0.070089,0.0001,218.011,9.5,94.9417
201008,77.39408462,0.200511024,-0.041726,-0.037029,0.0001,218.312,9.5,95.3385
201009,83.7844368,0.153490234,0.077414,0.07769,0.0001,218.439,9.4,95.6063
201010,86.36860018,0.159805035,0.022421,0.029353,0.0001,218.711,9.8,95.3785
201011,86.77107786,0.215361546,0.016649,2.80E-05,0.0001,218.803,9.3,95.4163
201012,92.52157073,0.203367626,0.03854,0.069027,0.0001,219.179,9.1,96.2444
201101,94.39855583,0.111240574,-0.002475,0.02165,0.0001,220.223,9,96.1454
201102,97.943316,0.21473993,0.043512,0.038283,0.0001,221.309,9,95.7235
201103,98.17896762,0.17585642,-0.021279,-0.001983,0,223.467,9.1,96.6445
201104,100.6718298,0.132944963,0.002863,0.026373,0,224.906,9,96.2727
201105,98.91812652,0.234740802,0.015641,-0.017153,0,225.964,9.1,96.4871
201106,97.01573311,0.190052981,-0.014514,-0.016795,0,225.722,9,96.7150
201107,94.11583583,0.132241741,-0.027936,-0.028071,0.0001,225.922,9,97.1317
201108,88.45956821,0.232893701,-0.037406,-0.052851,0,226.545,9,97.7027
201109,80.24025897,0.172078854,-0.045572,-0.083915,0,226.889,8.8,97.6288
201110,89.46804923,0.139823925,0.053038,0.108912,0,226.421,8.6,98.3224
201111,89.0173092,0.276159959,-0.00959,-0.001392,0,226.230,8.5,98.1979
201112,89.53369861,0.202587443,0.013711,0.009754,0,225.672,8.3,98.6923
201201,93.46198964,0.128480444,0.091334,0.037212,0,226.665,8.3,99.3264
201202,96.75372091,0.250315378,0.028874,0.035897,0,227.663,8.2,99.6217
201203,98.49161125,0.209952543,0.007182,0.02389,0,229.392,8.2,99.0674
201204,97.89603247,0.144580697,1.20E-05,-0.005735,0.0001,230.085,8.2,99.8626
201205,91.2654363,0.279298799,-0.062732,-0.059568,0,229.815,8.2,100.0384
201206,94.56696346,0.204513944,0.038189,0.041463,0,229.478,8.2,100.0677
201207,95.65382157,0.149868413,0.00994,0.015834,0.0001,229.104,8.1,100.3040
201208,97.28931061,0.278824002,0.024614,0.014176,0.0001,230.379,7.8,99.9132
201209,99.99765044,0.203536775,0.04014,0.030033,0.0001,231.407,7.8,99.9138
201210,99.37246513,0.178646237,-0.009593,-0.004638,0.0001,231.317,7.7,100.2063
201211,99.42483442,0.324891594,0.008149,-5.10E-05,0.0001,230.221,7.9,100.7003
201212,100.6055043,0.331317838,0.017255,0.01218,0,229.601,8,100.9782
201301,106.5528993,0.163657745,0.060122,0.057376,0,230.280,7.7,100.8955
201302,107.322744,0.262073688,-0.004165,0.009105,0,232.166,7.5,101.4671
201303,111.1061927,0.208987406,0.039238,0.03483,0,232.773,7.6,101.7720
201304,112.5566841,0.159214971,0.018229,0.019232,0,232.531,7.5,101.6802
201305,113.9473219,0.328881427,0.006754,0.014237,0,232.945,7.5,101.6916
201306,112.1090097,0.233152361,-0.014092,-0.014604,0,233.504,7.3,101.8730
201307,117.493157,0.188640161,0.030632,0.047581,0,233.596,7.2,101.2970
201308,113.5294079,0.281824868,-0.035867,-0.032928,0,233.877,7.2,102.0772
201309,117.1343072,0.221867114,0.049662,0.028879,0,234.149,7.2,102.5705
201310,121.7034822,0.188674069,0.028663,0.042778,0,233.546,6.9,102.4728
201311,124.1105337,0.282079731,0.02448,0.025185,0,233.069,6.7,102.8086
201312,127.1413129,0.255682855,0.040789,0.025525,0,233.049,6.6,103.0979
201401,122.4621312,0.172670973,0.015923,-0.04039,0,233.916,6.7,102.6063
201402,127.6525662,0.315266962,0.029215,0.042614,0,234.781,6.7,103.6292
201403,129.2048214,0.23901467,0.001974,0.017278,0,236.293,6.3,104.5546
201404,130.1012444,0.187988814,0.0129,0.011969,0,237.072,6.3,104.7807
201405,131.9080905,0.323500185,0.006449,0.016676,0,237.900,6.1,105.0799
201406,134.8752311,0.264897122,0.011483,0.018799,0,238.343,6.2,105.4698
201407,131.3876274,0.216307451,-0.024367,-0.017838,0,238.250,6.2,105.4919
201408,136.0465013,0.29494736,0.030557,0.03424,0,237.852,5.9,105.4250
201409,132.1793795,0.248074364,-0.037072,-0.016827,0,238.031,5.7,105.7329
201410,134.4142684,0.212379938,-0.003143,0.015997,0,237.433,5.8,105.7898
201411,136.4212078,0.310466497,-0.021721,0.0211,0,236.151,5.6,106.6134
201412,135.9453707,0.300797828,-0.003699,-0.002293,0,234.812,5.7,106.3797
201501,131.5392453,0.177840002,-0.009054,-0.036461,0,233.707,5.5,105.6148
201502,137.9361303,0.345859685,0.02009,0.051328,0,234.722,5.5,105.4321
201503,136.2757931,0.274523213,-0.00799,-0.014201,0,236.119,5.4,105.0745
201504,137.2242726,0.204945047,0.033053,0.011113,0,236.599,5.5,104.6624
201505,137.5659611,0.348200459,-0.015327,0.005824,0,237.805,5.3,104.2843
201506,134.4840708,0.276946098,-0.024438,-0.019043,0,238.638,5.2,103.9927
201507,135.166174,0.210576858,-0.044159,0.01364,0,238.654,5.1,104.5150
201508,126.8976537,0.32232655,-0.042148,-0.061639,0,238.316,5,104.5091
201509,122.1855631,0.2770113,-0.044974,-0.029041,0,237.945,5,104.2038
201510,130.3464591,0.222311538,0.048429,0.071428,0,237.838,5,104.0045
201511,129.9279166,0.340120167,-0.011516,-0.00163,0.0001,237.336,5,103.3965
201512,126.5590156,0.295822401,-0.024375,-0.017368,0.0001,236.525,4.9,102.9179
201601,120.0159145,0.200821738,-0.083409,-0.042593,0.0002,236.916,4.9,103.4822
201602,120.2860703,0.341927749,0.003479,0.000528,0.0002,237.111,5,103.2685
201603,128.65341,0.315670817,0.092723,0.065146,0.0001,238.132,5,102.5263
201604,131.4472474,0.206586093,0.068259,0.018952,0.0001,239.261,4.7,102.8697
201605,131.8920649,0.358612916,-0.031299,0.006241,0.0002,240.229,4.9,102.7552
201606,133.0750048,0.292260219,0.044119,0.010622,0.0002,241.018,4.9,103.1249
201607,136.6509964,0.207440299,0.025141,0.022084,0.0002,240.628,4.9,103.2173
201608,136.304996,0.372263884,0.014511,7.50E-05,0.0002,240.849,5,103.1459
201609,135.5037953,0.272501931,0.029689,-0.006795,0.0002,241.428,4.9,102.9898
201610,132.3947962,0.21826272,-0.022829,-0.015841,0.0001,241.729,4.6,103.1742
201611,138.4453708,0.37640217,0.041976,0.045172,0.0003,241.353,4.7,102.9478
201612,141.1433942,0.287564658,0.030695,0.024391,0.0004,241.432,4.8,103.7675
